Name,Rating,Difficulty,# of Reviews,Take Again %,id
Robert Nemanich,4.1,2.8,19,71.4286,1816332
Jared Washburn,2.9,3.5,19,47.619,2582752
Cynthia Keeler,3.2,4.5,17,84.6154,2349625
Jeffrey Hyde,4.4,3.2,17,100.0,2179944
Siddharth Karkare,3.0,3.6,16,43.75,2516746
Catherine Hart-Weber,3.1,3.6,15,100.0,715425
Robert Ross,2.4,2.9,14,-1.0,1111749
Cecilia Lunardini,3.3,4.3,14,57.1429,1924205
David Smith,4.5,3.5,14,100.0,838543
Jeffrey Hengesbach,3.5,3.4,14,75.0,1916802
Jane Tsen,2.1,3.0,13,-1.0,1235064
James Degraffenreid,4.7,1.6,13,92.3077,2184848
Tanmay Vachaspati,2.3,4.4,12,-1.0,1878038
Steve Presse,4.6,4.0,12,91.6667,2440966
Shawn Whaley,3.4,3.6,11,100.0,1659068
Anna Zaniewski,4.2,2.3,11,100.0,1960623
Keith Krueger,3.5,2.7,11,-1.0,900218
Sebastian Sandersius,2.2,3.1,11,-1.0,1833484
Craig Hardgrove,3.7,2.9,11,81.8182,2282767
Kevin Schmidt,3.5,4.6,10,50.0,989090
Heidi Van Tassell,3.7,3.1,10,-1.0,854236
Barry Ritchie,4.1,3.7,9,77.7778,2308531
Sefika Ozkan,3.1,2.7,9,75.0,1575762
David Meltzer,2.4,2.9,8,66.6667,1646977
Allison Boley,4.8,2.6,8,100.0,1899095
Avishek Kumar,3.9,3.5,8,-1.0,1751612
Murad Qubbaj,3.6,2.1,7,71.4286,2490154
Per Aannestad,1.7,4.3,7,-1.0,323379
Maxim Sukharev,2.4,3.7,7,0.0,1598144
Molly McCartney,3.3,3.3,7,33.3333,969791
Allan Friesen,4.6,1.9,7,-1.0,1799080
Maulik Parikh,4.8,3.0,6,100.0,1634241
Sara Vaiana,4.0,3.0,6,50.0,1370966
Rachna Singh,1.7,1.8,6,-1.0,1768313
Alec Fischer,4.2,2.5,6,-1.0,714936
Andrei Belitsky,3.8,3.5,6,100.0,1039827
Michael Dugger,4.4,3.2,5,100.0,2197350
Peter Bennett,3.4,3.8,5,100.0,354886
Martha McCartney,3.0,3.4,5,60.0,2552375
Matthew Baumgart,1.3,4.8,4,0.0,2489026
Rizal Hariadi,4.5,2.0,4,100.0,2504161
Samuel Teitelbaum,3.0,3.0,3,33.3333,2721401
Richard Kirian,4.0,4.3,3,100.0,2042596
Scott McDonald,4.0,3.3,3,66.6667,2496936
Onur Erten,4.0,3.7,3,100.0,2478616
Oliver Beckstein,5.0,3.0,3,100.0,1972093
Doug Shepherd,3.7,3.0,3,66.6667,2588241
Joseph Lesnefsky,1.0,5.0,2,0.0,2258920
Sebastian Cole,2.5,4.5,2,0.0,2163938
Robert Kaindl,4.0,4.0,2,100.0,2714560
Christopher Crawford,2.0,5.0,1,-1.0,1905512
Amit Sharma,5.0,1.0,1,-1.0,1789027
Phllip Mauskopf,3.5,3.0,1,-1.0,2095322
Milan Patel,5.0,1.0,1,100.0,2219763
Pao-yu Wang,4.0,3.0,1,100.0,2258481
Fernando Ponce,4.0,3.0,1,100.0,2381739
Kari Slotten,5.0,3.0,1,100.0,2542280
Adam Blake,5.0,3.0,1,100.0,2670685
Marko Milosavljevic,5.0,2.0,1,100.0,2284956
Brandon Sumner,0.0,0.0,0,-1.0,2489747
Pavan Pillalamarri,0.0,0.0,0,-1.0,2664068
Alicia Coberley,0.0,0.0,0,-1.0,2648721
Ray Carpenter,0.0,0.0,0,-1.0,2570827
Kong-thon Tsun,0.0,0.0,0,-1.0,2484286
Alex Ward,0.0,0.0,0,-1.0,1920968
Patricia Burr,0.0,0.0,0,-1.0,1738867
Manas Chakraborty,0.0,0.0,0,-1.0,1345510
Diana Mass,0.0,0.0,0,-1.0,1156209
Adam Neat,0.0,0.0,0,-1.0,455807
William Terrano,0.0,0.0,0,-1.0,2783793
